B1Y2H6	B1Y2H6
P74934	P74934
Q5REF6	Q5REF6
A6QQR4	A6QQR4
P0A4D5	P0A4D5
P0A4D5	P10738
P0A4D5	P21236
Q64176	Q64176
Q64176	O46421
Q64176	P10959
Q64176	P16303
Q64176	P12337
Q337B8	Q337B8
Q337B8	O22854
A6TR38	A6TR38
A0AIG2	A0AIG2
C4L8C6	C4L8C6
A3DMP2	A3DMP2
B3EGW3	B3EGW3
B3EGW3	B4SBX4
B3EGW3	Q3B6D6
B3EGW3	B3EP34
B3EGW3	B4S5A1
A8GT45	A8GT45
A8GT45	A8EZJ2
A8GT45	Q4UMQ5
A8GT45	Q1RHP5
A8GT45	A8GVD7
Q3K3U4	Q3K3U4
Q3K3U4	A2RNM7
Q3K3U4	P66710
Q3K3U4	Q04ML1
Q3K3U4	Q5XEA9
Q3K3U4	Q1JE33
Q3K3U4	Q1JNZ1
Q3K3U4	P66708
Q3K3U4	P0DF29
Q3K3U4	P66709
Q3K3U4	A4VSH8
Q3K3U4	Q5M2D9
A0T0D7	A0T0D7
A0LII4	A0LII4
Q2EEX0	Q2EEX0
Q2W2I2	Q2W2I2
P22372	P22372
C0QKM9	C0QKM9
C5D8R2	C5D8R2
C5D8R2	Q5L0S7
B7KVD3	B7KVD3
B7KVD3	A9VYZ2
B7KVD3	B1ZJQ8
B7KVD3	B1LTE4
A1AW62	A1AW62
O49471	O49471
Q2P5H9	Q2P5H9
P40399	P40399
C4K4K9	C4K4K9
B2A3L9	B2A3L9
B2V963	B2V963
A4SIE3	A4SIE3
P44869	P44869
Q661V8	Q661V8
Q661V8	Q0SNK4
Q3J4N3	Q3J4N3
Q3J4N3	A3PHR7
Q1J0B6	Q1J0B6
A0R024	A0R024
A0R024	Q1B6W3
A0R024	A3Q1M6
A0R024	A1UI62
A0R024	A1TAX6
A1VSU4	A1VSU4
A1VSU4	A1WC14
A1VSU4	A1TKC3
Q5SJD8	Q5SJD8
P9WGW7	P9WGW7
B8F6M3	B8F6M3
B8F6M3	B0BTF1
B0TN76	B0TN76
B0TN76	B8CV40
B0TN76	B1KLA4
B0TN76	A0L2I5
B0TN76	A6WU68
B0TN76	Q12I41
B0TN76	Q0HDH6
B0TN76	Q0HPQ7
B0TN76	A1RQ25
B0TN76	C4LD58
B0TN76	A7MU00
B0TN76	B7VHB0
P0AA44	P0AA44
P0AA44	P0AA45
O59198	O59198
P21328	P21328
C0R1L6	C0R1L6
B0REB8	B0REB8
Q2N5P5	Q2N5P5
C5BQT6	C5BQT6
Q5RDY4	Q5RDY4
P34218	P34218
K4BW79	K4BW79
Q28CF8	Q28CF8
A2BGR3	A2BGR3
P78575	P78575
P0A0H1	P0A0H1
P0A0H1	P0A0H2
P0A0H1	P0A0H3
O95571	O95571
B1HRX7	B1HRX7
C3LT19	C3LT19
Q5YQ91	Q5YQ91
Q2LUA0	Q2LUA0
B8NBJ4	B8NBJ4
B8NBJ4	Q2TZQ9
A2RHX9	A2RHX9
O34746	O34746
Q5HWE3	Q5HWE3
Q5HWE3	A8FKB7
B2GFZ7	B2GFZ7
Q31D45	Q31D45
Q31D45	A3PAK3
Q485F9	Q485F9
I6XHI4	I6XHI4
A6TC19	A6TC19
A6TC19	B5EZR9
A6TC19	Q32DJ4
A6TC19	Q0T2E6
A6TC19	Q3YZM2
A6TC19	A7MH81
A6TC19	B7MGV7
A6TC19	B5YXY4
A6TC19	B7NP24
A6TC19	B7M6M2
A6TC19	A8A2L0
A6TC19	B1IXA5
A6TC19	P77399
A6TC19	Q1R972
A6TC19	A4WCW6
A6TC19	B5FPN1
A6TC19	B5RCL3
A6TC19	B4TCA8
A6TC19	B4SZR0
A6TC19	A9N453
A6TC19	B2TWV4
A6TC19	Q31YB7
P0CT85	P0CT85
Q10B63	Q10B63
C7E5W0	C7E5W0
C7E5W0	Q2NM15
C7E5W0	C5YHH7
C7E5W0	C5YHI2
F9VMT6	F9VMT6
P32055	P32055
Q219B6	Q219B6
Q219B6	A5EMW5
Q219B6	B2IHR5
P23878	P23878
Q498D6	Q498D6
Q498D6	P22455
Q58235	Q58235
Q1EMV2	Q1EMV2
P47605	P47605
A2BRA1	A2BRA1
A2BRA1	A8G4Z4
A2BRA1	Q31AS6
P64146	P64146
P64146	P56740
P64146	P64147
P64146	Q5HRN9
B8DFW8	B8DFW8
A7HSV9	A7HSV9
A9CG70	A9CG70
Q0ABN0	Q0ABN0
Q0ABN0	A1WYZ4
A1WY47	A1WY47
Q2G982	Q2G982
Q2LR78	Q2LR78
P73728	P73728
A8AB58	A8AB58
A6UT20	A6UT20
A6UT20	A6USJ3
A6UT20	C7P6N4
A6UT20	A4FYA5
D1BHT9	D1BHT9
Q493W4	Q493W4
Q0SWT6	Q0SWT6
Q0SWT6	Q0TV39
A1WV88	A1WV88
Q21H90	Q21H90
O25511	O25511
Q5V225	Q5V225
Q11NG0	Q11NG0
Q2SM69	Q2SM69
Q2SM69	P33025
P45595	P45595
Q16647	Q16647
Q16647	Q29626
Q16647	O35074
B8J804	B8J804
B8J804	A7H6J5
B8J804	B4ULC2
Q39RR0	Q39RR0
B2G5N5	B2G5N5
B2G5N5	B2GA68
Q46HC4	Q46HC4
Q06180	Q06180
P0CQ01	P0CQ01
Q15262	Q15262
Q32DC5	Q32DC5
Q32DC5	P77272
Q32DC5	Q31Y50
P41390	P41390
C4ZH75	C4ZH75
C4ZH75	A9KHX3
C4L2A1	C4L2A1
C4L2A1	B1YJ07
Q2RGU7	Q2RGU7
B9MS89	B9MS89
Q3JC90	Q3JC90
B7K3N8	B7K3N8
B7K3N8	B7KGS0
A8IW34	A8IW34
B2VXY5	B2VXY5
B2VXY5	Q0TXG3
O28997	O28997
P33644	P33644
Q2IG97	Q2IG97
C3P7V6	C3P7V6
C3P7V6	B1HRX4
C3P7V6	C3LJV1
C3P7V6	B7JM28
C3P7V6	B7IXG8
C3P7V6	B7HNU0
C3P7V6	A7GSJ5
C3P7V6	A9VGD1
C3P7V6	C5D467
C3P7V6	A4IQR7
B2FN57	B2FN57
B2FN57	Q4UW29
B2FN57	Q3BRW8
B2FN57	Q2P472
B2FN57	B2SQV8
P39052	P39052
P39052	P50570
P39052	Q05193
P39052	A6H7I5
P00377	P00377
P00377	P00376
P00377	P00374
P00377	P04753
Q4R8E0	Q4R8E0
Q4WZ64	Q4WZ64
Q1GNW6	Q1GNW6
Q3UP38	Q3UP38
A8X6H1	A8X6H1
O81024	O81024
Q189A4	Q189A4
B3PMH1	B3PMH1
Q5WHC2	Q5WHC2
Q5WHC2	P54476
Q5WHC2	Q5KX27
Q5WHC2	A7Z6S8
Q5WHC2	A4IR02
Q5WHC2	A0AIQ1
Q5WHC2	A5IT85
Q5WHC2	Q5HFK3
Q5WHC2	P63538
Q5WHC2	B9DNM8
Q5WHC2	Q5HNZ1
Q5WHC2	Q4L6Q7
Q5WHC2	Q49Y00
Q5WHC2	C3P8J1
Q5WHC2	A7GSY1
Q5WHC2	A9VHR4
Q5WHC2	C3LKW3
Q5WHC2	A0RIQ8
Q5WHC2	C1ES07
Q5WHC2	B1YL88
Q5JHP5	Q5JHP5
Q5JHP5	C5A2D9
Q2KIA9	Q2KIA9
A5EW24	A5EW24
B8F8L5	B8F8L5
B8F8L5	B0UV89
B8F8L5	C4LBR1
B8F8L5	B8CJP6
B8F8L5	A5UDD6
B8F8L5	A5F5I3
B8F8L5	A5UI73
B8F8L5	B3GY00
B8F8L5	A1SSQ7
B8F8L5	B0BQ53
B8F8L5	A6VR00
B8F8L5	A4SRC1
B8F8L5	Q5E326
B8F8L5	B5FAF9
B8F8L5	Q0I1Z1
B8F8L5	Q5R143
B8F8L5	Q57KH0
B8F8L5	B2VFY8
B8F8L5	A6TD53
B8F8L5	B5QW40
B8F8L5	B4TFZ1
B8F8L5	B5BF02
B8F8L5	B4TTY5
B8F8L5	A7MQZ0
B8F8L5	P64077
B8F8L5	P64076
B8F8L5	A8G9W1
B8F8L5	B2TZF4
B8F8L5	A7ZQM2
B8F8L5	Q31XL1
B8F8L5	B7UHJ5
B8F8L5	Q32CD6
B8F8L5	B7MLA0
B8F8L5	Q0T1P7
B8F8L5	P0A6Q1
B8F8L5	P0A6Q2
B8F8L5	A7FLZ5
B8F8L5	A1AEW7
B8F8L5	Q3YY77
B8F8L5	Q1CLT2
B8F8L5	Q0TE80
B8F8L5	A4TPY1
B8F8L5	B6I6H5
B8F8L5	B1JK09
B8F8L5	Q1R7R4
B8F8L5	A6WR28
B8F8L5	A3D795
B8F8L5	B3PJB3
B8F8L5	Q21LC2
B8F8L5	Q0HL72
B8F8L5	A4XWS1
B8F8L5	A1S4D7
B8F8L5	Q4KHF6
B8F8L5	B0KSB9
B8F8L5	Q0HXH0
B8F8L5	A1RHF3
B8F8L5	A1TZ48
B8F8L5	A6V1F3
B8F8L5	Q1QZX7
B8F8L5	B4RVU5
B8F8L5	Q15QR6
Q5ZTX1	Q5ZTX1
Q5ZTX1	Q5X3L4
O93295	O93295
P29323	P29323
P29323	P09759
P29323	P28693
A6QLJ0	A6QLJ0
A6QLJ0	Q60452
A6QLJ0	P18074
O76062	O76062
P0ACZ3	P0ACZ3
Q07QM9	Q07QM9
Q5P9B4	Q5P9B4
Q4UVP8	Q4UVP8
Q4UVP8	B0RRZ3
Q4UVP8	B2SHP3
Q4UVP8	Q5GZ80
B2IWI8	B2IWI8
Q31R15	Q31R15
Q5RDS6	Q5RDS6
Q5RDS6	A7E2Z2
A1WZH0	A1WZH0
B4S3F3	B4S3F3
B4S3F3	B4SDN7
B4S3F3	B3QQ73
A0AGV7	A0AGV7
Q63207	Q63207
Q63207	P00742
B4SIF4	B4SIF4
B4SIF4	B2FLR1
B4SIF4	B0RVP4
B4SIF4	Q2P7N0
P49244	P49244
P49244	P49245
P49244	P49243
A3PJ64	A3PJ64
A3PJ64	Q3J365
A3PJ64	A4WTT9
A3PJ64	Q28RG1
A3PJ64	Q1GI69
A3PJ64	Q164C9
A3PJ64	A1B364
Q1IQ32	Q1IQ32
Q46HN8	Q46HN8
Q669L1	Q669L1
Q669L1	Q1C6M8
Q669L1	O85139
Q669L1	A8GD17
Q669L1	Q31ZE6
Q669L1	Q0T5U5
Q669L1	A1A9Y5
Q669L1	Q3Z326
Q669L1	A4W9A5
Q669L1	Q2NU42
Q669L1	A6T7F1
Q669L1	Q5E409
A6H0N4	A6H0N4
A6H0N4	Q11W68
A6H0N4	A5FE91
B3H0S2	B3H0S2
I6XHJ3	I6XHJ3
B0YDW9	B0YDW9
B0YDW9	Q4W8Z9
B0YDW9	A1DKV3
P34731	P34731
Q1GXB8	Q1GXB8
Q1GXB8	C1DC35
Q0AXK9	Q0AXK9
Q54240	Q54240
A8MK56	A8MK56
A8MK56	A6TJK9
Q2RXA9	Q2RXA9
Q3A3G8	Q3A3G8
Q5E2W4	Q5E2W4
B1JEN3	B1JEN3
B1JEN3	Q48MR4
B1JEN3	Q4K6D2
B1JEN3	Q3K705
B1JEN3	A6VC20
B1JEN3	B7V0H2
P57488	P57488
Q5PAS3	Q5PAS3
B2S6R2	B2S6R2
B2S6R2	A6WZP8
B2S6R2	P65427
B2S6R2	A5VRI5
B2S6R2	P65428
Q3B121	Q3B121
B8FT64	B8FT64
A9H0G9	A9H0G9
Q04Y87	Q04Y87
Q04Y87	Q04V89
Q04Y87	P62472
B8GMM1	B8GMM1
P0DF47	P0DF47
P0DF47	P0DF46
A1WYS6	A1WYS6
P23072	P23072
P15594	P15594
Q4JVD7	Q4JVD7
B0S1J5	B0S1J5
Q46JY8	Q46JY8
E9Q9W4	E9Q9W4
P51540	P51540
Q1QAY1	Q1QAY1
O75845	O75845
P07819	P07819
C8V7U7	C8V7U7
A1W838	A1W838
A1W838	B9MIR7
A1W838	A1TPW5
A5W4Y8	A5W4Y8
P47847	P47847
C0QI23	C0QI23
C6BVR6	C6BVR6
B1XT18	B1XT18
B2V0F0	B2V0F0
Q0SJ74	Q0SJ74
A0KKE6	A0KKE6
A0KKE6	A4SMM2
O49485	O49485
O34370	O34370
G5EEU2	G5EEU2
P40363	P40363
Q4L3C1	Q4L3C1
Q39227	Q39227
Q39227	O82427
P16026	P16026
C4L690	C4L690
A5VLG3	A5VLG3
A6SZ52	A6SZ52
C3MR62	C3MR62
C3MR62	C3NGB7
C3MR62	C3MZ97
C3MR62	C4KIH5
C3MR62	C3N7B7
A0L8I1	A0L8I1
Q0S8V5	Q0S8V5
Q01ZM2	Q01ZM2
A6L8T3	A6L8T3
A6L8T3	B2RI74
B1Q257	B1Q257
Q5SBP6	Q5SBP6
Q66I06	Q66I06
O65355	O65355
P18956	P18956
G5ECR8	G5ECR8
Q3JD12	Q3JD12
Q1DCS0	Q1DCS0
A8AYH3	A8AYH3
A8AYH3	Q04KG8
Q5SMC1	Q5SMC1
C3MBY4	C3MBY4
Q0RRN7	Q0RRN7
Q2W2C2	Q2W2C2
Q116W4	Q116W4
P0A589	P0A589
P0A589	P9WN48
P0A589	P9WN49
Q5PBV0	Q5PBV0
B8F3K4	B8F3K4
B8F3K4	B3H116
B8F3K4	A5UHD3
Q1DCI1	Q1DCI1
Q05542	Q05542
Q05542	P9WN39
Q05542	A0R079
Q05542	P9WN38
P21154	P21154
Q65T25	Q65T25
A4XU09	A4XU09
A4XU09	A6V707
A4XU09	B7VB64
A4XU09	Q3KE79
A4XU09	Q4ZVL3
A3PBT3	A3PBT3
A3PBT3	Q31BX5
A3PBT3	A2BQ40
A0KXS9	A0KXS9
B5ET22	B5ET22
B5ET22	Q5E0X7
C5B970	C5B970
C3LPU2	C3LPU2
Q4J7A3	Q4J7A3
Q4J7A3	C3N2M3
Q4J7A3	C3MP45
Q4J7A3	C4KEH1
Q4J7A3	P95907
B2A2C4	B2A2C4
P17695	P17695
A0B8J6	A0B8J6
P27059	P27059
B3QZH0	B3QZH0
Q2JJ18	Q2JJ18
Q2JJ18	Q2JQT5
Q2JJ18	A2C4N1
Q2JJ18	A3PEX3
Q2JJ18	A2C6S9
Q2JJ18	A2BT60
Q2JJ18	Q46J23
Q2JJ18	Q55346
Q2JJ18	Q0I7L8
Q2JJ18	B1X3M9
Q2JJ18	B1WP07
Q2JJ18	B7KK78
Q2JJ18	O78484
Q2JJ18	B7JWQ8
Q2JJ18	B0C2D1
Q2JJ18	B2J199
Q2JJ18	P74177
P33541	P33541
P33541	O03685
A8I0F9	A8I0F9
A8I0F9	A7IM18
A8I0F9	A5EKM2
A8I0F9	Q2IWV0
A8I0F9	Q07M70
A8I0F9	B6JGF6
A8I0F9	Q214K2
A8I0F9	A6U7A2
A8I0F9	A5VPI8
A8I0F9	Q2YN12
A8I0F9	A9IRL2
A8I0F9	Q1MJ60
A8I0F9	B9JC68
A8I0F9	B3PUN2
A8I0F9	B8EK21
B9KFW0	B9KFW0
O78442	O78442
C5BLF6	C5BLF6
P40571	P40571
Q0BC07	Q0BC07
Q0BC07	A0KAD1
Q0BC07	Q2T114
Q0BC07	B2JCX3
Q0BC07	B2SX63
O25972	O25972
O25972	B6JNS3
O25972	B2UVG9
A1KSW0	A1KSW0
A1KSW0	Q5F9W4
A1KSW0	A9M352
Q5WLW2	Q5WLW2
Q31RH6	Q31RH6
B4S2L3	B4S2L3
Q3ILJ2	Q3ILJ2
P37995	P37995
Q1CVH7	Q1CVH7
Q5LWF2	Q5LWF2
Q5GU13	Q5GU13
Q5GU13	B4SNP6
Q5GU13	Q4UP54
Q5GU13	B0RYS0
Q5GU13	B2SU21
B3QLX2	B3QLX2
Q5FUK3	Q5FUK3
B0SRS3	B0SRS3
B0SRS3	B0S989
P62477	P62477
Q54II4	Q54II4
C3N969	C3N969
C3N969	C3MKC1
Q2PDF6	Q2PDF6
D0LI56	D0LI56
D0LI56	P58760
D0LI56	D5VGV1
Q29DI0	Q29DI0
Q29DI0	Q16TA2
Q29DI0	Q2TBU9
Q29DI0	P83571
C0ZAN2	C0ZAN2
B6J504	B6J504
Q15RN4	Q15RN4
Q15RN4	Q5QYV0
B9KZ87	B9KZ87
P18405	P18405
P18405	Q28891
A8G5E7	A8G5E7
A8G5E7	A3PDI2
Q54506	Q54506
O76411	O76411
Q5ZTK4	Q5ZTK4
B5ZNC1	B5ZNC1
A0LCX0	A0LCX0
P41406	P41406
P41406	P0AEJ4
P54754	P54754
Q55G81	Q55G81
O13597	O13597
Q1B4H2	Q1B4H2
Q1B4H2	C1AMA2
Q1B4H2	A1KHP8
Q03FZ3	Q03FZ3
A1DGM6	A1DGM6
A1DGM6	Q0C8Z0
Q4R381	Q4R381
Q2KJJ9	Q2KJJ9
Q2KJJ9	Q3SZB7
Q2KJJ9	P09467
Q2KJJ9	P00636
Q2KJJ9	P00637
Q2KJJ9	O00757
Q2KJJ9	P70695
Q18J03	Q18J03
B2RIZ0	B2RIZ0
A4VCL2	A4VCL2
A8YXS0	A8YXS0
Q1XDU1	Q1XDU1
Q1XDU1	P31176
Q1XDU1	P51196
P54616	P54616
A0KHH4	A0KHH4
A0KHH4	C4L853
A0KHH4	A4SQH1
A0KHH4	A7FFI0
A0KHH4	Q2NRL8
A0KHH4	A9MPI1
A0KHH4	B5R419
A0KHH4	B4TK55
A0KHH4	B4SV09
A0KHH4	Q5PD74
A0KHH4	B4TYE0
A0KHH4	B2JZ23
A0KHH4	A9R385
A0KHH4	Q1CFF8
A0KHH4	Q667K0
A0KHH4	A7ZHS0
A0KHH4	B1JQH1
A0KHH4	P0A6Q8
A0KHH4	B5Y1J1
A0KHH4	B5Z0F9
A0KHH4	A6T4Y2
A0KHH4	B7M1Y3
A0KHH4	C4ZRS2
A0KHH4	B1XD49
A0KHH4	A7ZWC6
A0KHH4	Q0TLF3
A0KHH4	P0A6Q9
A0KHH4	P0A6Q6
A0KHH4	B1LGY2
A5EV60	A5EV60
A4G4T2	A4G4T2
Q5M177	Q5M177
Q5M177	C0M854
Q5M177	P64110
Q5M177	Q04M51
Q5M177	Q5XAE7
Q5M177	Q1JA95
Q5M177	Q1JKE7
Q5M177	Q1J590
Q5M177	P59201
Q5M177	B2ILW9
Q5M177	P59202
Q5M177	A3CQ53
Q5M177	Q03M48
Q5M177	B9DVE2
Q5M177	C1CCI9
Q5M177	C1CIS5
Q5M177	A2RM26
A3M1H9	A3M1H9
A3M1H9	Q1Q8K0
A3M1H9	A5WH98
A3M1H9	B7H1I1
A3M1H9	A6VVM8
A3M1H9	Q2SD23
A3M1H9	A1S1I7
A3M1H9	Q12TB5
A3M1H9	Q08A40
A3M1H9	A3Q8U3
A3M1H9	A0KR49
A3M1H9	Q0HPB8
A3M1H9	Q0VNZ7
A3M1H9	Q0I0T4
A3M1H9	A1RDW3
Q47146	Q47146
P43098	P43098
Q0RYP7	Q0RYP7
Q0RYP7	Q0SBZ1
Q0RYP7	Q0S0Z3
P55353	P55353
Q08911	Q08911
Q08911	A6ZN46
A7Z171	A7Z171
A7Z171	O31475
P84469	P84469
I1RIF1	I1RIF1
Q4HZB8	Q4HZB8
F4KAS1	F4KAS1
Q0A5C0	Q0A5C0
Q64RB7	Q64RB7
B1WRW8	B1WRW8
Q4QMI7	Q4QMI7
Q4QMI7	A5UAS4
Q4QMI7	A5UHL4
Q4QMI7	B3GXP3
Q4QMI7	B8F605
Q4QMI7	Q65RF1
Q0ATP0	Q0ATP0
A7NHA9	A7NHA9
Q5NP22	Q5NP22
A1W4G6	A1W4G6
A1W4G6	B9ME52
A0QV21	A0QV21
A0QV21	P9WNC3
A0QV21	P64151
A0QV21	A1KMR9
A0QV21	A5U6T0
A0QV21	B1MDL2
A0QV21	O69470
A0QV21	B8ZRZ2
A0QV21	Q1BAM5
A0QV21	A3PXU1
Q2NQU4	Q2NQU4
Q2NQU4	B4T9C0
Q2NQU4	B7ULJ0
Q2NQU4	B4SXD7
Q2NQU4	P64148
Q2NQU4	Q5PC09
Q2NQU4	B5YWD3
Q2NQU4	B5BI09
Q2NQU4	C4ZXM7
Q2NQU4	B4TZX7
Q2NQU4	B1X969
Q2NQU4	A1AHG8
Q2NQU4	O54326
Q2NQU4	B1IZF8
Q2NQU4	B6I3L2
Q2NQU4	B1LK72
Q2NQU4	Q1R4V8
Q2NQU4	B2TTU9
Q2NQU4	Q31UZ1
Q2NQU4	Q329M2
Q2NQU4	P64149
Q2NQU4	Q3YVZ7
Q2NQU4	A7MQ97
Q2NQU4	B5EXE0
Q2NQU4	B5RGF2
Q2NQU4	A8GLE2
Q2NQU4	B2JYN6
Q2NQU4	A9R677
Q2NQU4	Q1CD05
P08836	P08836
B5XRB0	B5XRB0
A5MZX7	A5MZX7
Q4IPI1	Q4IPI1
O42853	O42853
P75522	P75522
Q3J7S6	Q3J7S6
P60291	P60291
P60291	O59298
P60291	B6YSQ7
O28002	O28002
B9LPW5	B9LPW5
P56298	P56298
Q1AU56	Q1AU56
Q5GSW7	Q5GSW7
Q0SNB8	Q0SNB8
Q0SNB8	B5RLU9
Q0SNB8	Q661M9
Q0SNB8	B5RRJ7
Q1ACN6	Q1ACN6
P60283	P60283
P60283	A2T324
P46818	P46818
P46818	A4QK10
P46818	A4QJS5
P46818	A4QL11
P46818	A4QKS3
P46818	A9L988
P46818	A4QL98
P46818	P60282
P46818	A4QLI6
P46818	A6MMJ9
P46818	Q0G9M7
P46818	A6MMT6
P46818	Q06H05
P46818	Q0ZJ28
P46818	Q06RD9
P46818	A0A327
P46818	Q3V542
P46818	A4QJA7
P46818	A4GGA5
P46818	P41607
P46818	Q2MIJ5
P46818	A7Y3B9
P46818	Q0G9X0
P46818	Q2VEI4
P46818	Q3C1G7
P46818	P06271
P46818	Q09G54
P46818	A6MMB4
P46818	Q14FG5
P46818	P11703
P46818	Q06GR8
P46818	A1E9R4
P46818	P0C503
A9L986	A9L986
A9L986	A8SE78
A9L986	Q06RE1
A9L986	A4GGA7
A9L986	Q0G9X2
A9L986	Q2L8Z5
A9L986	B2LMI2
A9L986	Q1KXX0
A9L986	Q56P11
A9L986	A1XGM8
A9L986	Q2MIJ7
A9L986	Q2MIB0
A9L986	Q2VEI6
A9L986	P11704
A9L986	B1NWE0
A9L986	B0Z4M7
A9L986	B0Z4W1
A9L986	B0Z545
A9L986	B0Z5C9
A9L986	A4QK95
A9L986	A4QKI2
A9L986	A4QKS1
A9L986	A4QL09
A9L986	A6MM26
A9L986	P56764
A9L986	B1A925
Q32RY2	Q32RY2
Q3ZX00	Q3ZX00
Q3ZX00	Q3Z8V3
Q3ZX00	A5FRK6
Q4A970	Q4A970
Q01521	Q01521
C3P641	C3P641
C3P641	A0RHP3
C3P641	B7JJV7
C3P641	B7IUM9
C3P641	C1EP94
C3P641	B7H6K7
C3P641	B7HLK3
C3P641	B9IVU6
Q3AC15	Q3AC15
Q02E25	Q02E25
Q02E25	Q48Q16
Q02E25	Q4K3R3
Q02E25	C3K482
Q02E25	A6VEE4
Q02E25	B0KQA1
Q49WZ2	Q49WZ2
Q49WZ2	Q4L5R2
Q49WZ2	A7X1G4
Q49WZ2	A6U129
Q49WZ2	Q2FHM8
Q49WZ2	Q2G1T9
Q49WZ2	P66726
Q49WZ2	A8Z3P7
Q49WZ2	P66727
Q49WZ2	B9DPL6
C4B7M7	C4B7M7
P10833	P10833
P10833	P10301
Q2GE45	Q2GE45
A8GPG7	A8GPG7
A8GPG7	A8GXS7
A8GPG7	A8EZN3
A8GPG7	C3PPC3
Q2JVW2	Q2JVW2
Q2JVW2	Q2JMR8
P57413	P57413
O25138	O25138
Q5SII2	Q5SII2
A1KRM2	A1KRM2
B2I4Q1	B2I4Q1
B3EQC6	B3EQC6
A5EY11	A5EY11
Q0BV17	Q0BV17
B1XY20	B1XY20
A4FLX5	A4FLX5
B2S2Y1	B2S2Y1
A3M2K0	A3M2K0
A3M2K0	B7I6D7
Q04YW2	Q04YW2
Q04YW2	Q04UL2
P65185	P65185
P65185	B6JMP4
Q55643	Q55643
Q55643	B7K4V8
Q55643	Q5N249
Q55643	B2IZV5
Q55643	B1WTZ2
Q55643	A5GWG3
Q55643	B0C4N8
Q55643	B8HWD3
Q5KPF3	Q5KPF3
E7FDV5	E7FDV5
P34346	P34346
P34346	A8XZJ0
O27656	O27656
B7GXT4	B7GXT4
B7GXT4	B2HVT0
B7GXT4	B0V9Q9
Q1LTX5	Q1LTX5
B3PIE4	B3PIE4
B3PIE4	Q21II4
B3PIE4	A4XXP5
B3PIE4	Q48F36
B3PIE4	Q02RF8
B3PIE4	Q4KHK4
B3PIE4	A5W880
B3PIE4	A6V1A1
B3PIE4	Q4ZWV2
Q3ZZQ3	Q3ZZQ3
Q3ZZQ3	Q3Z960
Q46GB9	Q46GB9
Q4FLN8	Q4FLN8
A1AVD5	A1AVD5
C6A2Q1	C6A2Q1
C6A2Q1	B6YVU5
P16912	P16912
Q0P5G4	Q0P5G4
A0QYP1	A0QYP1
A0PQH6	A0PQH6
A0PQH6	B2HE73
A0PQH6	A1UGG4
A0PQH6	O08404
A0PQH6	C0ZSW0
A0PQH6	A1SF13
A0PQH6	C1AV76
A0PQH6	Q0S5Y0
A7Z640	A7Z640
A7Z640	A8FEM5
Q1LQG9	Q1LQG9
Q1LQG9	Q46Y52
P75308	P75308
B2U887	B2U887
A3DND3	A3DND3
D4GSE6	D4GSE6
P0A007	P0A007
P0A007	P0A008
P0A007	Q5HK64
P0A007	A6QIS1
A7HPP1	A7HPP1
Q1BY73	Q1BY73
Q1BY73	Q46YE8
Q1BY73	Q39IL2
Q1BY73	Q63RV7
Q1MRL0	Q1MRL0
Q1AVZ3	Q1AVZ3
P50053	P50053
P50053	Q5RD71
P50053	Q02974
Q4W557	Q4W557
A8WRV1	A8WRV1
A8WRV1	Q21017
B0R5S5	B0R5S5
Q5NQ29	Q5NQ29
Q3U8K7	Q3U8K7
Q3U8K7	P0C2N5
Q3U8K7	Q4FZB7
P65242	P65242
P65242	P0DC00
P0AD61	P0AD61
Q3UVC0	Q3UVC0
B5E9M9	B5E9M9
Q12VF9	Q12VF9
A9BVE1	A9BVE1
A9BVE1	A1TLB1
A9BVE1	Q126P9
P70712	P70712
P85430	P85430
B2KPR3	B2KPR3
P0CO57	P0CO57
A7HM89	A7HM89
O68433	O68433
A8F516	A8F516
Q21LN7	Q21LN7
B8E5T2	B8E5T2
B8E5T2	A3D0V3
B8E5T2	A6WS64
P43075	P43075
A0AJ79	A0AJ79
A0AJ79	B8DHB5
B0K8T7	B0K8T7
A4WKQ9	A4WKQ9
A4WKQ9	A1RVT1
P30525	P30525
B8G5C5	B8G5C5
B8G5C5	A7NL64
B8G5C5	A5UT95
Q0BTY4	Q0BTY4
A6VFU3	A6VFU3
A6VFU3	A6UP19
Q2W3A9	Q2W3A9
Q03JB8	Q03JB8
Q03JB8	Q5M347
Q44695	Q44695
Q44695	P42387
Q44695	Q44697
A4IQ83	A4IQ83
Q3JCB9	Q3JCB9
P26923	P26923
B3DQE2	B3DQE2
Q5NG36	Q5NG36
Q5NG36	A7NCA0
B7KVW3	B7KVW3
B7KVW3	B1ZGA6
B7KVW3	B1M6N9
A9BCM2	A9BCM2
A4SJR7	A4SJR7
Q3IYU1	Q3IYU1
Q3IYU1	Q5LLT4
Q3IYU1	A8LL26
Q3IYU1	Q16CE8
B7KGX7	B7KGX7
Q2RJM2	Q2RJM2
Q21H63	Q21H63
A6VR02	A6VR02
Q31J61	Q31J61
P35042	P35042
Q1IZH8	Q1IZH8
Q0BPC9	Q0BPC9
Q4A734	Q4A734
A6Q6J3	A6Q6J3
Q4R945	Q4R945
Q4R945	P33981
O93505	O93505
A1WYP9	A1WYP9
Q42541	Q42541
Q42541	P25868
O60015	O60015
B7V9J5	B7V9J5
B7V9J5	A4VLX7
B7V9J5	Q1IDA6
B7V9J5	C3K6J1
B7V9J5	A6V2Q4
B7V9J5	B0KTX4
B7V9J5	Q4ZQ90
P38187	P38187
