P21215	P21215
Q2U4W2	A2QF55
Q2U4W2	Q1DQS9
Q2U4W2	A1D7X4
Q2U4W2	A1CJM9
Q2U4W2	B0XYQ4
Q56207	Q56207
P06652	P06652
Q59028	Q59028
Q2KYS6	Q2KYS6
D2S9Y0	D2S9Y0
D2S9Y0	C7Q0R3
D2S9Y0	D2B0T1
D2S9Y0	D1A8M1
D2S9Y0	D2PN56
D2S9Y0	A4XB95
D2S9Y0	B1W1K9
D2S9Y0	D5UVX0
D2S9Y0	Q5YQD2
D2S9Y0	C7MY07
D2S9Y0	Q0RCR9
D2S9Y0	B2HSB3
D2S9Y0	A1KHW1
D2S9Y0	B8ZRQ3
D2S9Y0	A1UKE3
D2S9Y0	A3Q4F8
D2S9Y0	D7B6L8
D2S9Y0	Q47SP3
D2S9Y0	C1A2R3
D2S9Y0	D3PW16
Q45489	Q45489
Q54RP0	Q54RP0
Q08GP4	Q08GP4
Q08GP4	P0CJ63
P10869	P10869
P10869	A0A1D8PMB8
Q41247	Q41247
Q41247	P83401
Q41247	Q2KJC9
Q41247	P49419
Q41247	Q64057
Q4P2W6	Q4P2W6
O43053	O43053
Q55320	Q55320
Q5HUQ3	Q5HUQ3
Q5HUQ3	A7H3E3
Q5HUQ3	A1VZN9
O09175	O09175
P79143	P79143
P79143	P79098
P79143	P97449
P79143	O57579
P79143	P15144
P79143	P15684
P79143	P15541
P21543	P21543
P46580	P46580
A1RMG0	A1RMG0
A1RMG0	Q5QVP3
A1RMG0	A6WKM4
A1RMG0	A3D1S4
A1RMG0	A3QBP3
A1RMG0	Q0HG64
A1RMG0	Q0HSF7
A1RMG0	B1KI25
A1RMG0	B0TIR7
A1RMG0	A7MMK0
A1RMG0	C5BE34
A1RMG0	A4W9V7
A1RMG0	B5F6K1
A1RMG0	B2VEN5
A1RMG0	Q57PJ1
A1RMG0	B7LQN0
A1RMG0	B5FIF7
A1RMG0	A7FHL7
A1RMG0	B5RAL3
A1RMG0	Q0WEF0
A1RMG0	B4THC3
A1RMG0	A4TIR8
A1RMG0	B4T583
A1RMG0	Q66A46
A1RMG0	A9N037
A1RMG0	A6T9Y8
A1RMG0	C0Q5T6
A1RMG0	B5BKC3
A1RMG0	A8GDX7
A1RMG0	B2U2E0
A1RMG0	C6DK28
A1RMG0	Q320Z7
A1RMG0	Q0T4D5
A1RMG0	A7ZMA2
A1RMG0	Q3Z1Z6
A1RMG0	B7URY1
A1RMG0	B7M9Z4
A1RMG0	B7L5J3
A1RMG0	B1XFV2
A1RMG0	A8A0I3
A1RMG0	A1ABI5
A1RMG0	B6IB79
A1RMG0	B1LEP6
A1RMG0	Q1RBF5
O85674	O85674
P58814	P58814
Q60AN2	Q60AN2
Q60AN2	Q3JEP4
Q60AN2	A5GSL0
Q60AN2	Q3AIK3
Q60AN2	Q119D0
Q60AN2	A2C9I6
Q60AN2	C4XU70
Q60AN2	Q3MAA1
Q60AN2	B1WQD7
Q60AN2	B2IU50
Q60AN2	B8HS80
Q60AN2	A5FFL9
Q60AN2	Q14JZ2
Q60AN2	B0TWU0
Q60AN2	Q2A1J5
Q60AN2	A0Q8C6
Q60AN2	Q0BK98
Q60AN2	Q5NII9
Q60AN2	A1SJB1
Q60AN2	Q1AW34
Q60AN2	A5EVW7
Q60AN2	A8LPV7
Q60AN2	A1B843
Q60AN2	A6USF2
Q60AN2	A7FY09
Q60AN2	A6LTN5
Q60AN2	B1IME3
Q60AN2	Q183I0
Q60AN2	A0PZW4
Q60AN2	Q0SRP2
Q60AN2	A4FYD7
Q60AN2	A6VJW6
Q60AN2	Q5QWS1
Q60AN2	A8YVP7
Q60AN2	Q049X1
Q60AN2	Q044A4
Q60AN2	C0ZAP9
Q60AN2	Q04F01
Q60AN2	B1YJG1
Q60AN2	A4XI79
Q60AN2	Q5WHQ1
Q60AN2	Q5XCH4
Q60AN2	Q38W53
Q60AN2	A8AWY0
Q60AN2	Q1JC56
Q60AN2	Q1JH84
Q60AN2	A2REX9
Q60AN2	Q48TY5
Q60AN2	P63544
Q60AN2	P0CZ63
Q60AN2	B5XL39
Q60AN2	A4W292
Q60AN2	C0MDK3
Q60AN2	A3CNR3
Q60AN2	Q5LZD4
Q60AN2	C1CLS6
Q60AN2	C1CSJ8
Q60AN2	A7HLE2
Q60AN2	A7H8F4
Q60AN2	A5URA4
Q60AN2	B4UE87
Q60AN2	B4SCV2
Q60AN2	B4S410
Q60AN2	Q3AT37
Q60AN2	B3QQD1
Q60AN2	A1BDK4
Q60AN2	A4SGB1
Q60AN2	A9BG28
Q60AN2	Q2SRZ3
Q60AN2	Q3A4N0
Q60AN2	Q2JI33
Q60AN2	A3MYY8
Q60AN2	B3H0A8
Q60AN2	B0BSS1
Q60AN2	A9R0Q1
Q60AN2	P69503
Q60AN2	B5Y0N8
Q60AN2	B7N922
Q60AN2	A6T5N2
Q60AN2	Q2NV62
Q60AN2	B6I0C1
Q60AN2	B1LJM6
Q60AN2	C4L8U7
Q60AN2	B0CBF7
Q60AN2	A4W7F3
Q60AN2	B7LLQ1
Q60AN2	B0SIB4
Q60AN2	Q3IKN5
Q60AN2	A7MUE7
Q60AN2	A5F2N2
Q60AN2	A7MJV7
Q60AN2	C3LTV0
Q60AN2	Q66DQ2
Q60AN2	A9MLY9
Q60AN2	B5R607
Q60AN2	B4T9H6
Q60AN2	B4SWX6
Q60AN2	B4TMG1
Q60AN2	A3D5Q5
Q60AN2	A9L5S5
Q60AN2	B7UKE9
Q60AN2	Q12LL4
Q60AN2	B5Z3X9
Q60AN2	A5UBP3
Q60AN2	B0TNZ8
Q60AN2	B7MQI4
Q60AN2	P43856
Q60AN2	B8CMY5
Q60AN2	B7M3W1
Q60AN2	Q0HHZ1
Q60AN2	C4ZUS3
Q60AN2	A1RIP7
Q60AN2	B1XFQ6
Q60AN2	B1KNJ9
Q60AN2	A7ZXC7
Q60AN2	B2U4S2
Q60AN2	Q0TKH2
Q60AN2	Q325C7
Q60AN2	B1IZC5
Q60AN2	C0QVL4
Q60AN2	C1KVH1
Q60AN2	A6U2A3
Q60AN2	Q2YT95
Q60AN2	Q5HFC8
Q60AN2	A6QHH7
Q60AN2	Q1WT53
Q60AN2	P68778
Q60AN2	A8Z2G2
Q60AN2	B8DHM4
Q60AN2	P68780
Q60AN2	P0A2X5
Q60AN2	Q4L6Y0
Q60AN2	A0AIX3
Q60AN2	Q49Y73
Q60AN2	B9E711
Q60AN2	C3L613
Q60AN2	A0RJ16
Q60AN2	C5D514
Q60AN2	B7JPZ4
Q60AN2	A4IRA1
Q60AN2	B7IIS0
Q60AN2	B7HQG7
Q60AN2	Q65GQ8
Q60AN2	A9VIN4
Q60AN2	O34443
Q60AN2	Q39VR8
Q60AN2	B3E683
Q60AN2	B9M4Z1
Q60AN2	C6E585
Q60AN2	A5G4S5
Q60AN2	B5EHF2
Q60AN2	B0UWQ8
Q60AN2	A6VMZ1
Q60AN2	Q65U83
Q539E5	Q539E5
A7X719	A7X719
A7X719	Q2FUX7
A7X719	Q2YZ66
A7X719	Q5HCR2
A7X719	P63554
A7X719	Q4L9J9
A7X719	B7JN59
A7X719	B7IV32
A7X719	B7H7F6
A7X719	A7GKP8
A7X719	O86131
A7X719	O53088
A7X719	Q38YQ6
A7X719	A0AEM0
A7X719	C1KV84
A7X719	B8DAM3
A7X719	B2ING9
A7X719	C1CHE6
A7X719	A8AYL1
A7X719	B5E3F7
A7X719	B8D2J5
A7X719	A1R0R8
A7X719	B5RN40
A7X719	Q0SWK6
A7X719	P0C2E1
A7X719	Q3JYE2
A7X719	P58827
A7X719	Q48SI7
A7X719	P0CZ65
A7X719	C0MBK4
A7X719	B4U1S0
A7X719	P0CZ64
A7X719	Q5XAY2
A7X719	Q1JAR2
A7X719	Q1J5Q4
A7X719	P58013
A7X719	B2G669
A7X719	Q04EV5
O86134	O86134
O86134	P0A2X8
O86134	P63556
O86134	Q2YWH4
C1F4F1	C1F4F1
C1F4F1	Q1IIZ0
C0Z6T0	C0Z6T0
C5D766	C5D766
C5D766	P68728
C5D766	Q07905
B0TL87	B0TL87
B0TL87	A3Q9C7
B0TL87	A8GZ19
B0TL87	A1RPR8
Q55DT8	Q55DT8
Q5HJJ0	Q5HJJ0
Q5HJJ0	P63575
Q5HJJ0	P63576
Q5HJJ0	Q4A0N0
Q5HJJ0	P62057
Q5HJJ0	Q5L1V4
Q5HJJ0	Q635F1
Q5HJJ0	Q5HP22
Q5HJJ0	P36843
Q5HJJ0	Q65LE9
Q5WGR7	Q5WGR7
Q5WGR7	B1MYD1
Q5WGR7	Q03X10
Q5WGR7	A4IQ78
Q5WGR7	A8FEJ4
Q5WGR7	P20691
Q5WGR7	P0CZ72
Q5WGR7	B5E5M9
Q5WGR7	Q5XBK5
Q5WGR7	C1C7X2
Q5WGR7	Q1JL87
Q5WGR7	Q1J633
Q5WGR7	B5XM07
Q5WGR7	C1CEW0
Q5WGR7	C1CL80
Q5WGR7	C1CQY4
Q5WGR7	C1KWM3
Q5WGR7	B9DSK8
Q5WGR7	P43905
Q5WGR7	Q02XD1
Q5WGR7	Q3K2B0
Q5WGR7	B4U246
Q5WGR7	Q5M0L5
Q5WGR7	Q04JX6
Q5WGR7	A3CNV3
Q5WGR7	Q03LG9
Q5WGR7	C3NZR4
Q5WGR7	A0RFD1
Q5WGR7	B7JSV5
Q5WGR7	B7ILG9
Q5WGR7	B7H636
Q5WGR7	Q63A07
A9CG70	A9CG70
P73728	P73728
Q493W4	Q493W4
Q0SWT6	Q0SWT6
Q0SWT6	Q0TV39
Q0SWT6	Q46192
Q0SWT6	B1L1M1
Q0SWT6	C3KXS2
Q0SWT6	C1FPI8
Q0SWT6	A7G9C7
Q0SWT6	Q24UV7
Q0SWT6	B8FQ96
A1WV88	A1WV88
O25511	O25511
O25511	Q0P8W4
O25511	Q5QKR8
Q2SM69	Q2SM69
Q2SM69	A7GCK7
Q2SM69	P33025
Q2SM69	Q46PS3
Q2SM69	C0ZIY1
Q2SM69	Q5L078
Q2SM69	B8F668
Q2SM69	B1HV79
Q2SM69	A1SQN1
Q2SM69	A9BJN0
Q2SM69	A9NGD7
Q2SM69	B9LGZ1
Q16647	Q16647
Q16647	Q29626
Q16647	O35074
B8J804	B8J804
B8J804	A7H6J5
B8J804	B4ULC2
Q46HC4	Q46HC4
Q46HC4	Q0IDC6
Q06180	Q06180
Q06180	P20417
Q06180	P18031
Q06180	P35821
P0CQ01	P0CQ01
Q15262	Q15262
Q15262	B1AUH1
Q32DC5	Q32DC5
Q32DC5	P77272
Q32DC5	Q31Y50
Q32DC5	Q5E5T6
A9A9N1	A9A9N1
A9A9N1	A4FW92
A9A9N1	A6UQ77
A9A9N1	B6YWD6
A9A9N1	A6UT04
A9A9N1	Q59726
A9A9N1	C6A270
O28997	O28997
O53423	O53423
A0JMM9	A0JMM9
P63186	P63186
P52074	P52074
P30924	P30924
Q58815	Q58815
A5CVK9	A5CVK9
Q2QZ14	Q2QZ14
Q2QZ14	B8BIM2
Q12BV7	Q12BV7
A8H589	A8H589
A8H589	B0TRL8
A8H589	A3QET2
A8H589	A6WMW5
A8H589	A3D437
A8H589	A0KXS9
P25373	P25373
Q07006	Q07006
O31616	O31616
Q5P7M9	Q5P7M9
Q5P7M9	Q0KET4
Q5P7M9	Q0AIA0
Q5P7M9	Q2NYA5
Q5P7M9	B2FHD8
Q5P7M9	Q4V072
Q5P7M9	Q3BZ75
Q5P7M9	B2I5B4
Q5P7M9	Q2RND0
Q5P7M9	Q1QQP7
Q5P7M9	A5E8T9
Q5P7M9	Q3SVF5
Q5P7M9	Q2G4K3
Q5P7M9	B0T285
Q5P7M9	Q0ATQ3
P61748	P61748
B9L9H5	B9L9H5
B2I4U0	B2I4U0
B2I4U0	B0U2F2
B2I4U0	Q49ZZ2
B2I4U0	A5VB15
B2I4U0	B8GYN6
B2I4U0	Q0ALQ9
B2I4U0	A1VAI9
B2I4U0	B8DLN4
B2I4U0	B8D7J7
B2I4U0	Q65Q32
B2I4U0	Q5FMJ3
B2I4U0	B3H1G9
B2I4U0	B0BPB3
B2I4U0	A6VLV0
B2I4U0	A9M1A2
B2I4U0	Q4QME2
B2I4U0	A5UDW8
B2I4U0	A5UHR1
B2I4U0	Q0I4D8
B2I4U0	Q057P1
B2I4U0	P15327
B2I4U0	Q3T014
B2I4U0	Q4R6L7
B2I4U0	B7JPK2
B2I4U0	C3PAW8
B2I4U0	B7IX37
B2I4U0	Q1J5W1
B2I4U0	A2RDV4
B2I4U0	P0DD07
B2I4U0	G4VJD5
B2I4U0	B7H7P4
B2I4U0	A7X656
B2I4U0	B7HS46
B2I4U0	A6U4E6
B2I4U0	B9J102
B2I4U0	Q2FE81
B2I4U0	A5IVJ6
B2I4U0	A9VFW9
B2I4U0	Q5HDD9
B2I4U0	A8YYG4
B2I4U0	Q5XB88
B2I4U0	P65711
B2I4U0	Q1JAX0
B2I4U0	P53531
B2I4U0	A1KFW3
B2I4U0	B2HQV4
B2I4U0	Q47KS8
B2I4U0	B0RQR7
B2I4U0	Q2P5R0
B2I4U0	Q5H2V7
B2I4U0	B4SPL6
B2I4U0	B2FHH6
B2I4U0	Q3JBA8
B2I4U0	B2RHB7
B2I4U0	Q5LAT7
B2I4U0	A9IFJ0
B2I4U0	Q4JSW4
B2I4U0	Q0SF09
B2I4U0	C1AZ61
B2I4U0	A5TZL7
B2I4U0	P9WIC9
B2I4U0	Q0RS35
B2I4U0	A4QB41
B2I4U0	C4LLD4
B2I4U0	P82612
B2I4U0	P00950
B2I4U0	P59159
B2I4U0	B3DQI6
B2I4U0	A1SP05
B2I4U0	B0RAW4
B2I4U0	A5CTZ0
B2I4U0	A1WWH7
Q4A5A8	Q4A5A8
Q4A5A8	Q4A992
Q4A5A8	Q5ZZU2
Q4A5A8	Q4A7D1
Q4A5A8	P47669
A0NXQ9	A0NXQ9
A0NXQ9	A9CH01
A0NXQ9	A1B195
A0NXQ9	A6WW16
Q2G1B9	Q2G1B9
P16559	P16559
Q64232	Q64232
Q64232	Q3ZCD7
P23606	P23606
A3CS45	A3CS45
A3CS45	Q0W1L8
A3CS45	A9WDL8
A3CS45	A7NRF7
A3CS45	A5UUL3
A3CS45	A7IGG9
A3CS45	A6W6A2
A3CS45	C4XIJ2
A3CS45	Q3IP34
A3CS45	Q18GX9
B7UPC2	B7UPC2
B7UPC2	B7MJ93
B7UPC2	B7MTN6
B7UPC2	A7ZZ64
B7UPC2	Q0TIW8
B7UPC2	B7NAY4
B7UPC2	B1LI38
B7UPC2	B4TFI3
B7UPC2	B4T340
B7UPC2	Q5PGS9
B7UPC2	B5BAG8
B7UPC2	B4TTH8
B7UPC2	Q3Z311
Q08686	Q08686
A3DP93	A3DP93
C0QGS9	C0QGS9
B0BRD5	B0BRD5
B0BRD5	B3GYM3
Q5X6W4	Q5X6W4
O32264	O32264
P93119	P93119
Q0DSV9	Q0DSV9
Q0DSV9	A2XFC1
Q3C1E3	Q3C1E3
Q0C197	Q0C197
Q0C197	A1US90
Q0C197	Q2K869
Q0C197	Q11HU4
Q0C197	A5EK22
Q01893	Q01893
Q3BVI6	Q3BVI6
Q3BVI6	Q4UST1
Q3BVI6	Q0ADU3
I6RE61	I6RE61
Q3SYY2	Q3SYY2
Q3SYY2	Q3KR92
Q3SYY2	Q5ZJI0
Q3SYY2	Q5RJS8
O58762	O58762
Q05B63	Q05B63
Q4QEY9	Q4QEY9
Q48A12	Q48A12
Q48A12	B2VGA5
Q48A12	A4WG46
Q48A12	B7LUM8
Q48A12	B2TWG0
Q48A12	Q32AE5
Q48A12	B5XZ11
Q48A12	Q0SY26
Q48A12	A6TGE9
Q48A12	Q3YV11
Q48A12	B0BU06
Q48A12	A0KQR3
Q48A12	C6DHQ1
Q48A12	A7ML95
Q48A12	B5F0V3
Q48A12	B7MIA5
Q48A12	Q57H88
Q48A12	B7LA67
Q48A12	B5REZ3
Q48A12	B7MR93
Q48A12	B4T0X5
Q48A12	B7M721
Q48A12	Q5PK68
Q48A12	C5WBK5
Q48A12	B5BJN9
Q48A12	C5A0R4
Q48A12	A8GL74
Q48A12	A1AIE7
Q48A12	Q0TA91
Q48A12	B7NFR5
Q48A12	B1LNS5
Q48A12	Q1R3U2
Q48A12	A6W3C7
Q48A12	A0KRK4
Q48A12	A8G1G7
Q48A12	Q0I0C6
Q48A12	B1KN03
Q48A12	B8EBM5
Q48A12	A3DA80
Q48A12	A9KW82
Q48A12	B0TMV6
Q48A12	A8GYV6
Q48A12	Q31JA4
Q48A12	Q5QVT1
Q48A12	B4RYR7
A5N127	A5N127
A5N127	B9E4X8
A5N127	B2TM00
A5N127	A6LRN7
A5N127	A7FRB3
A5N127	A5HZ44
A5N127	C1FSH8
A5N127	B1IEK9
A5N127	B8I005
A5N127	A0Q2J7
O34539	O34539
P22237	P22237
P22237	Q2LCR4
P27967	P27967
P27967	P27969
P27967	P27968
P27967	P23312
P27967	P39865
P27967	P54233
P27967	P39870
P27967	P43101
P27967	P17569
P27967	P39867
P27967	P08509
P20620	P20620
A2BLC0	A2BLC0
P55356	P55356
Q26240	Q26240
Q26240	Q27571
Q26240	O61608
A1CIU4	A1CIU4
A1CIU4	Q0CMZ3
A1CIU4	B0Y4X9
A1CIU4	P47189
A1CIU4	Q09016
A1CIU4	C5JKQ0
A1CIU4	C5G8P3
Q58327	Q58327
A6V3A2	A6V3A2
A6V3A2	Q4QP19
A6V3A2	A3MYM7
A6V3A2	A6VLY1
A6V3A2	A5UAX6
A6V3A2	A5UFX3
A6V3A2	Q5QYQ8
A6V3A2	Q65VU9
A6V3A2	A6VW13
A6V3A2	A1KSH3
A6V3A2	Q15YQ1
A6V3A2	A8GAC4
A6V3A2	A5F5Y4
A6V3A2	A1JNZ2
A6V3A2	A7FLJ3
A6V3A2	Q1CLD8
A6V3A2	Q605A0
A6V3A2	Q4FPV2
O34600	O34600
Q5BJX0	Q5BJX0
Q5BJX0	Q4KLE6
A4XKL5	A4XKL5
Q31FH4	Q31FH4
B9KXM8	B9KXM8
A8MB70	A8MB70
P48913	P48913
P48919	P48919
P0C027	P0C027
P0C027	Q58CW0
P0C027	P0C028
P0C027	Q5RAF0
P0C027	A2VE79
P0C027	O95989
P0C027	Q566C7
A5UGU3	A5UGU3
P21332	P21332
P21332	O34364
P21332	O06994
P21332	O05242
P21332	P39795
P60295	P60295
P60295	P60296
P60295	Q4A0N2
P60295	Q5HQK4
P60295	Q5HHC8
P60295	C3P3K3
P60295	C3LBX0
P60295	B9ITF9
P60295	B9EAM9
Q01968	Q01968
Q01968	D3ZGS3
Q1RJX4	Q1RJX4
Q1RJX4	O66112
Q5JKN1	Q5JKN1
Q39173	Q39173
P86389	P86389
P86389	P81243
P86389	A8E2V8
P86389	P81479
P86389	P59170
P86389	P82896
P86389	D6MKR0
P86389	O42187
P86389	O42190
P86389	P0DKR3
P86389	Q2YHJ5
P86389	P34180
P86389	C9DPL5
P86389	P00625
P86389	Q2HZ28
P86389	P81478
P86389	P21789
P86389	Q2YHJ3
P86389	P24294
P86389	P00624
P86389	P81458
P86389	B6CQR5
P86389	P14418
P86389	C0HKC3
P86389	C0HKC4
P86389	A8E2V9
P86389	P0DJJ8
P86389	P11407
P86389	F8QN54
P86389	P14424
P86389	P0DQQ0
P86389	P86804
P86389	P00620
P86389	P84397
P86389	P00622
P86389	C0HLF0
P86389	A8CG89
P86389	Q10755
P86389	A8CG86
P86389	P0DKR5
P86389	A8CG87
P86389	Q02471
P86389	A8CG78
P86389	F8QN53
P86389	P0DJN6
P86389	P0CG56
P86389	P0CAS3
P86389	P62022
P86389	P24293
P86389	A0A193CHJ5
P86389	P0CAS4
P86389	P0CAS5
P86389	P0CAS7
P86389	P0DJN7
P86389	C0HJL8
P86389	Q2YHJ2
P86389	Q2YHJ7
P86389	Q1ZY03
P86389	P0CAS2
P86389	P86806
P86389	P59264
D2NT93	D2NT93
B8J0C2	B8J0C2
B8J0C2	C0QAX9
B8J0C2	Q1MPZ9
B8J0C2	Q3ZX40
B8J0C2	A0LLR3
B8J0C2	B8FGU7
B8J0C2	A8ZZJ0
P79282	P79282
A9A874	A9A874
A9A874	A4FZY2
O09452	O09452
O09452	P32636
O09452	P0C8Z1
O09452	P24751
O09452	P07487
O09452	O44104
O09452	O44105
O09452	O43026
O09452	P0A1P0
O09452	P55071
O09452	P0A9B5
O09452	Q12552
O09452	P0A9B2
O09452	Q00301
O09452	P78958
O09452	Q01597
O09452	P26517
O09452	P34921
O09452	Q5E924
O09452	O57479
O09452	Q09054
O09452	P00355
O09452	P54118
O09452	P17730
O09452	Q0J8A4
O09452	A2YQT7
O09452	Q43247
O09452	P34920
O09452	P0CE13
O09452	O59841
O09452	P00360
O09452	P00358
O09452	P84998
O09452	P17819
O09452	P17729
O09452	P26521
O09452	P32637
O09452	Q5RAB4
O09452	Q39769
O09452	P17878
O09452	Q41595
O09452	P00357
O09452	P46406
O09452	P04406
O09452	P04797
O09452	P51640
O09452	Q4KYY3
O09452	Q28259
O09452	P17244
O09452	Q5R2J2
O09452	P25861
O09452	P29497
O09452	Q00640
O09452	P28844
O09452	P19089
O09452	Q27652
O09452	Q2KJE5
O09452	P32809
O09452	O14556
O09452	Q64467
O09452	P32810
O09452	P04970
O09452	P17331
O09452	O42259
O09452	P53429
O09452	P49433
O09452	P34916
B6YUU0	B6YUU0
B6YUU0	P61880
B6YUU0	A4FZL2
B6YUU0	A6UUN9
B6YUU0	A9A6M9
B6YUU0	A6VIW4
B6YUU0	A6URW1
B6YUU0	Q58546
B6YUU0	A3CYG8
B6YUU0	Q2NEN0
B6YUU0	P19315
B6YUU0	A5ULT9
B6YUU0	P58837
B6YUU0	P58838
O34214	O34214
P21955	P21955
P83691	P83691
P83691	B0XPR3
P83691	Q4WJ80
P83691	A1D3T4
P83691	Q2UN61
P83691	Q0CTQ7
P83691	Q5B153
Q01K11	Q01K11
Q01K11	E1AQY3
Q01K11	O82521
D4GZN2	D4GZN2
Q47LS4	Q47LS4
Q55EC7	Q55EC7
D7BAR0	D7BAR0
A7YWG4	A7YWG4
P36267	P36267
P36267	P18956
I7FJX8	I7FJX8
Q2JRJ4	Q2JRJ4
Q2JRJ4	Q2JKU0
Q2JRJ4	A5GKI7
Q2JRJ4	A2CAW5
Q2JRJ4	A9BAW0
Q2JRJ4	Q5N1P1
Q2JRJ4	A2BVS2
Q2JRJ4	Q31BS5
Q2JRJ4	A5GT38
Q2JRJ4	Q46LU1
Q2JRJ4	Q0I9Y8
Q2JRJ4	Q3AVF9
Q2JRJ4	Q3AKK1
Q2JRJ4	Q113E3
Q2JRJ4	P74521
Q2JRJ4	Q3M3R4
Q2JRJ4	A3PBY3
Q2JRJ4	A8G3X5
B2A6E4	B2A6E4
Q56198	Q56198
Q14JZ1	Q14JZ1
Q14JZ1	B2SEZ6
Q14JZ1	A0Q8C5
Q14JZ1	Q5NII8
B9LAA1	B9LAA1
B9LAA1	A7GY50
B9LAA1	A8FLN0
B9LAA1	A7I1Y8
B9LAA1	A1VZG5
B9LAA1	Q5HUX5
B9LAA1	B6JLS1
B9LAA1	Q17XI1
B9LAA1	Q1CTI8
B9LAA1	O25393
B9DLD6	B9DLD6
B9DLD6	Q2FJE2
B9DLD6	Q2G0S3
B9DLD6	Q5HRQ6
B9DLD6	Q49V08
B9DLD6	Q1WV55
B9DLD6	A8YX58
B9DLD6	B2GFE2
B9DLD6	A5VI16
B9DLD6	B2G5J5
B9DLD6	C1KYD1
B9DLD6	B8DGM7
B9DLD6	Q03HD2
B9DLD6	Q5FMG0
B9DLD6	C3KWA1
B9DLD6	C1FNF1
B9DLD6	B1IH02
B9DLD6	Q0TMG3
B9DLD6	C3LJ22
B9DLD6	A0R8C1
B9DLD6	B7ISV9
B9DLD6	A7GJW1
B9DLD6	A7Z0H3
B9DLD6	P0DB62
B9DLD6	C1CRR4
B9DLD6	Q3JZY6
B9DLD6	Q04KU2
B9DLD6	C1C6W6
B9DLD6	Q1JD75
B9DLD6	Q1J847
B9DLD6	A2RG45
B9DLD6	C1CDY3
B9DLD6	C0ZHD4
Q04DQ8	Q04DQ8
Q04DQ8	Q03ZR0
Q04DQ8	Q5FM34
Q04DQ8	Q1G8Z0
Q04DQ8	A8YTD3
Q04DQ8	Q4L3I9
Q04DQ8	A6TZ06
Q04DQ8	A6QEI2
Q04DQ8	A8YZM7
Q04DQ8	B9DKW3
Q04DQ8	Q38UZ6
Q04DQ8	C4KZR7
Q04DQ8	A5VI99
Q04DQ8	Q03SU6
Q04DQ8	Q5L429
Q04DQ8	C3LJ62
Q04DQ8	A0R8G1
Q04DQ8	B7JK97
Q04DQ8	C1ET19
Q04DQ8	B7HQS4
Q04DQ8	A7GK01
Q04DQ8	Q65PC8
Q04DQ8	A9VNA2
Q04DQ8	B1HNM3
Q1RJC6	Q1RJC6
Q1RJC6	A8GX08
Q1RJC6	A5CD02
A4YIL8	A4YIL8
A4YIL8	P95968
B1ZUV7	B1ZUV7
B5ZCB4	B5ZCB4
Q468N7	Q468N7
Q468N7	Q12YP2
Q468N7	A0B993
Q468N7	O28848
P15624	P15624
P15624	O42849
P15624	O13432
A9NB99	A9NB99
A9NB99	P45651
B6JMJ2	B6JMJ2
B6JMJ2	B2UUB6
B6JMJ2	P56454
B1J425	B1J425
B1J425	B7V0P3
B1J425	Q1IH28
B1J425	Q4KKR8
B1J425	A5VWJ1
B1J425	Q500T7
B1J425	A4XN72
B1J425	Q48QJ1
B1J425	B0V7W2
B1J425	B7GVW2
B1J425	B2HZR3
B1J425	B0VQA1
B1J425	A3M9C2
B1J425	A1TWM6
B1J425	Q2SQY0
Q47BK5	Q47BK5
Q47BK5	A4G3E6
Q47BK5	Q1RGH6
Q47BK5	B7LVN2
Q47BK5	C6DF04
Q47BK5	B2U245
Q47BK5	A8ALT6
Q47BK5	Q326J7
Q47BK5	Q32K71
Q47BK5	Q3Z5Y4
Q47BK5	A1JJE1
Q47BK5	A7FMD7
Q47BK5	Q1C0J3
Q47BK5	A9R008
Q47BK5	A4TQF3
Q47BK5	A7ZHB5
Q47BK5	B7UI71
Q47BK5	B5YYB8
Q47BK5	C4ZPV2
Q47BK5	B1XBF1
Q47BK5	P00956
Q47BK5	B6HZ21
Q47BK5	B1LFV6
Q47BK5	A3D1G5
Q47BK5	B0TJA9
Q47BK5	B8CSC1
Q47BK5	A8FSI2
Q47BK5	Q0HFY9
Q47BK5	Q0HS82
Q47BK5	A1RMM6
Q47BK5	B5BLL0
Q47BK5	B5RF43
Q47BK5	Q5PDL9
Q47BK5	C5BQX2
Q47BK5	Q21HK3
Q47BK5	Q5WXX1
Q47BK5	Q5ZWZ6
Q47BK5	Q5X6G6
Q47BK5	A6W346
Q47BK5	A7NAD2
Q47BK5	Q2A4Z4
Q47BK5	B2SF88
Q47BK5	Q0BNB5
Q47BK5	A4IYP1
Q47BK5	A4SIX5
Q47BK5	A3MYB6
Q47BK5	B8F5E2
Q47BK5	B6EMY6
Q47BK5	Q0AAD1
Q47BK5	Q15R04
Q47BK5	B8GQR1
Q47BK5	A5F8Z3
Q47BK5	A7MTD6
Q47BK5	C3LST7
Q47BK5	Q486U0
Q47BK5	Q4QLU5
Q47BK5	A5UDA6
Q47BK5	A5UIA3
Q47BK5	B6J9J5
Q47BK5	B6J1S2
Q47BK5	A9KEI8
Q47BK5	Q2S9T9
Q47BK5	Q605M7
Q47BK5	Q3IEA2
Q47BK5	A5EWT0
Q47BK5	A1AW09
Q47BK5	Q0VSE1
Q47BK5	A1WY38
Q47BK5	Q0K7A0
Q47BK5	Q1LJB8
Q47BK5	Q2L2K5
Q47BK5	A9IRC2
Q47BK5	B2UAQ4
Q47BK5	C1DCX2
Q47BK5	A9AGN6
Q47BK5	Q13UW2
