Q0QFQ1	Q0QFQ1
A8MC60	C1KWN3
A8MC60	Q5M391
A8MC60	C3P598
A8MC60	C3L8S8
A8MC60	B7JGZ6
A8MC60	B7IP89
A8MC60	B7HHR5
A8MC60	B2IBC4
A8MC60	B0S1R1
A8MC60	B2S5T0
A8MC60	Q3BM80
A8MC60	Q4FL89
A8MC60	A6X0X0
A8MC60	A5VQL0
A8MC60	A6U8C2
A8MC60	B0CGM4
A8MC60	B9JWF1
A8MC60	Q04MF9
A8MC60	B5E6W5
A8MC60	C1CB65
A8MC60	P51595
A8MC60	A0Q2L7
A8MC60	A3CKF4
A8MC60	C1CC81
A8MC60	A7FU67
A8MC60	B8I184
A8MC60	C3KVW3
A8MC60	A5I231
A8MC60	A7GDP1
A8MC60	A6SZ52
A8MC60	B2V9P4
Q5R041	Q5R041
Q5R041	Q3K4B0
Q5R041	B1JFN3
Q5R041	A4Y119
Q5R041	Q02DG9
Q5R041	A6VF17
Q5R041	Q3ILJ5
Q5R041	Q15Z55
Q5R041	Q39AS8
Q5R041	Q1BR24
Q5R041	Q1LPE1
Q5R041	B1K5N3
Q5R041	C1DM03
Q5R041	Q48HN1
Q5R041	A5W348
Q5R041	Q4UTV2
Q5R041	B0RTU4
Q5R041	B2SJL4
Q5R041	Q5H0A0
Q5R041	B2IAI3
Q5R041	B0U741
A8E5Y3	A8E5Y3
B1V8K7	B1V8K7
Q04238	Q04238
Q04238	Q04236
A7Z050	A7Z050
A7Z050	A2ARP1
A7Z050	Q5REW0
Q51800	Q51800
O14299	O14299
O14299	P53599
O14299	P25390
B9MPG8	B9MPG8
B9MPG8	A5ILR5
B9MPG8	P22842
B9MPG8	Q40082
B9MPG8	P45687
B9MPG8	P77832
B9MPG8	A8FE33
B9MPG8	E0TVS5
B9MPG8	A7Z522
B9MPG8	O82845
B9MPG8	Q03TX3
B9MPG8	P29443
B9MPG8	A1A0H0
B9MPG8	B3DR33
B9MPG8	P21938
B9MPG8	Q2GAB9
B9MPG8	P29441
B9MPG8	P30435
B9MPG8	A6L792
B9MPG8	Q64U20
B9MPG8	B5EX72
B9MPG8	A6VWH1
B9MPG8	B2T929
B9MPG8	B2SA37
B9MPG8	Q1C0D3
B9MPG8	Q57EI4
B9MPG8	Q15PG0
B9MPG8	B1JH40
B9MPG8	A9M9H3
B9MPG8	C0RHQ0
B9MPG8	C3K8E3
B9MPG8	Q3KDW0
B9MPG8	Q4ZSF5
B9MPG8	Q1MBL8
B9MPG8	B5ZQV6
B9MPG8	Q1GKQ4
B9MPG8	Q3IYM4
B9MPG8	B9KPP8
B9MPG8	Q57IG0
B9MPG8	B5R4P8
B9MPG8	A8LP53
B9MPG8	B5RGL6
B9MPG8	A7ZTB2
B9MPG8	B4T952
B9MPG8	B7N1L9
B9MPG8	Q5PLM6
B9MPG8	B7M3I8
B9MPG8	A9MUV0
B9MPG8	B1X8I1
B9MPG8	B4TZ55
B9MPG8	Q0TBN7
B9MPG8	A8G7W8
B9MPG8	B6I3D6
B9MPG8	C3M8Y0
B9MPG8	B3H2X9
B9MPG8	B1LJC7
B9MPG8	B0BTI9
B9MPG8	Q4QLI2
B9MPG8	B0UT19
B9MPG8	A6VLM8
B9MPG8	P29442
B9MPG8	Q4UNZ4
B9MPG8	Q13RB8
B9MPG8	Q2NXR2
B9MPG8	B4ENA5
B9MPG8	B1KB47
B9MPG8	Q1BG90
B9MPG8	A4JSU5
B9MPG8	Q5GYQ7
B9MPG8	B9K7G3
B9MPG8	P27157
Q5QQ55	Q5QQ55
Q5QQ55	Q5QQ51
Q5QQ55	Q5QQ50
C0LGT5	C0LGT5
C0LGT5	C0LGG6
C0LGT5	C0LGW2
C0LGT5	C0LGI2
C0LGT5	C0LGR6
C0LGT5	O65924
C0LGT5	O64556
P0DP65	P0DP65
P0DP65	Q557J5
P0DP65	P0DP66
P0DP65	P55175
P0DP65	P0DP68
P0DP65	Q5R4L6
P0DP65	Q2T9R6
P0DP65	Q4VBV9
P0DP65	P0DP67
O31544	O31544
O31945	O31945
O06983	O06983
E1BLT8	E1BLT8
E1BLT8	A2CEX1
E1BLT8	Q2THW8
E1BLT8	Q5Y5T5
E1BLT8	Q2THW0
E1BLT8	E7FBS9
A9KM56	A9KM56
Q55687	Q55687
Q55687	Q54765
P85906	P85906
P84887	P84887
P84887	P22641
Q1JPD2	Q1JPD2
P0A509	P0A509
P0A509	P9WPQ3
P0A509	Q54KE6
P0A509	Q42777
P0A509	Q2QMG2
P0A509	P96890
P0A509	Q19842
P0A509	Q612F5
P0A509	P05165
P0A509	Q5LUF3
A8MLP1	A8MLP1
A8MLP1	C0Z7W5
A8MLP1	B7GGS9
A8MLP1	B8DHH4
A8MLP1	A7X3C8
A8MLP1	A6U2G7
A8MLP1	C3PAJ0
A8MLP1	A5ITM4
A8MLP1	C3L8Y0
A8MLP1	Q2YTE0
A8MLP1	B7JRX4
A8MLP1	Q5KWA9
A8MLP1	Q5HF73
A8MLP1	B7IK00
A8MLP1	Q5HNK4
A8MLP1	C1EUU5
A8MLP1	Q4L742
A8MLP1	B7HFB5
A8MLP1	Q49YD0
A8MLP1	B7HRP1
A8MLP1	A7GTP6
A8MLP1	Q633J6
A8MLP1	C0SP93
A8MLP1	C4L481
A8MLP1	B1YKB3
A8MLP1	B1HX17
A8MLP1	A5UY57
A8MLP1	B9LE80
A8MLP1	Q036L2
A8MLP1	Q54776
A8MLP1	A2C1M1
A8MLP1	A8G4G3
A8MLP1	A2CAG3
A8MLP1	Q5N041
A8MLP1	A2BW45
A8MLP1	Q3AYR8
A8MLP1	Q3AIH7
A8MLP1	Q46LE5
A8MLP1	Q1XDT9
A8MLP1	A5VK70
A8MLP1	B2GAH2
A8MLP1	A4J6X2
A8MLP1	B1I3G7
A8MLP1	C3KWE8
A8MLP1	A5I7W9
A8MLP1	C1FNJ8
A8MLP1	B1KU65
A8MLP1	A5N4F0
A8MLP1	C6X3B5
A8MLP1	A6GWG2
A8MLP1	C4Z630
A8MLP1	B8D1K3
A9G853	A9G853
A9G853	P0CZ45
A9G853	B5XHX6
A9G853	C6GWM7
A9G853	C5VZW3
A9G853	A3CQ51
A9G853	C6GN01
A9G853	Q5M175
A9G853	Q030J0
A9G853	C5WIT0
A9G853	C0M856
A9G853	P0CZ44
A9G853	Q5XAE9
A9G853	Q1JA97
A9G853	Q1JFE2
A9G853	B2THL1
A9G853	Q1H0M3
A9G853	B2V5V9
A9G853	Q0A9A0
A9G853	Q604P5
A9G853	A1WY04
A9G853	Q00761
A9G853	B1XKV6
A9G853	P52769
A9G853	Q04AU0
A9G853	Q1GAF3
A9G853	B1H0E3
A9G853	B4EZF5
A9G853	Q5QUD9
A9G853	A1AN64
A9G853	B5EZQ0
A9G853	B5R347
A9G853	A7ZPD1
A9G853	B5RCJ1
A9G853	P0A9Q6
A9G853	A6TC02
A9G853	Q5PCV4
A9G853	B1X927
A9G853	B5BCI0
A9G853	A8A2I5
A9G853	A1ADG5
A9G853	B2TW98
A9G853	A4VKF5
A9G853	Q1BM67
A9G853	Q0TFD0
A9G853	Q32DM0
A9G853	B0BNR1
A9G853	Q1R996
A9G853	Q0T2G9
A9G853	A4XVV4
A9G853	Q5E456
A9G853	B3PFP1
A9G853	A4WCV0
A9G853	Q2NSI3
A9G853	B5FFN5
A9G853	B2VJ00
A9G853	Q48L24
A9G853	Q1QY40
A9G853	A1U0X1
A9G853	Q15VG1
A9G853	Q02PS5
A9G853	Q1ICS2
A9G853	A5W6X9
A9G853	A6V2W2
A9G853	A1JL77
A9G853	Q3KF15
A9G853	Q1C680
A9G853	B1J539
A9G853	A9R7U5
A9G853	Q3IF41
A9G853	Q1CHM2
A9G853	Q4ZVW0
A9G853	A7MH52
A9G853	A5UF50
A9G853	A7MS74
A9G853	P43778
A9G853	B2FNY8
A9G853	Q1LTA5
A9G853	A7N581
A9G853	Q492H4
A9G853	Q0I3I5
A9G853	B2JQF1
A9G853	B0UU81
A9G853	Q5SHG2
A9G853	C6VLJ0
A9G853	B1WNK3
A9G853	Q57417
A9G853	B0JI13
A9G853	B2IVE7
A9G853	Q3MGS5
A9G853	Q4FUL1
A9G853	B0VRF9
A9G853	A3M8N1
A9G853	B0V530
A9G853	Q1QDK1
A9G853	A9ND23
P31378	P31378
P48902	P48902
Q33753	Q33753
Q37314	Q37314
Q37314	Q2LCR2
P07061	P07061
A5K6G1	A5K6G1
P11726	P11726
P11726	P11727
Q48PB0	Q48PB0
Q48PB0	Q46889
Q48PB0	B1M1V6
B2RYG6	B2RYG6
B2RYG6	A8XDJ2
B3EWI9	B3EWI9
P69774	P69774
P69774	P94300
P69774	Q57566
P69774	Q4R101
P69774	O66811
P69774	P72743
P69774	O29054
P69774	P0AG03
P69774	P0AG04
P69774	P57767
P69774	O26011
Q10MI4	Q10MI4
B2S9G5	B2S9G5
B2S9G5	C0RG54
B2S9G5	C3MC75
B2S9G5	P64103
B2S9G5	A5UEY7
B2S9G5	A4W8W6
B2S9G5	P64106
B2S9G5	B2VDE7
B2S9G5	A8GCL5
B2S9G5	B8F8M2
B2S9G5	B8E711
B2S9G5	A3D5P5
B2S9G5	P45159
B2S9G5	A6WPK1
B2S9G5	Q07ZR8
B2S9G5	B0TIX2
B2S9G5	A6T748
B2S9G5	A8H3Y6
B2S9G5	A3N3I3
B2S9G5	Q0AK52
B2S9G5	A4Y5X9
B2S9G5	B0BTG8
B2S9G5	A6W357
B2S9G5	B8CPF2
B2S9G5	Q3SWN9
B2S9G5	A0KVM1
B2S9G5	Q0VRB5
B2S9G5	C6DKY2
B2S9G5	A8FW54
B2S9G5	B5FE24
B2S9G5	Q48K61
B2S9G5	Q0HJZ4
B2S9G5	B6ELS3
B2S9G5	B7UVB1
B2S9G5	A1RKL7
B2S9G5	Q492P4
B2S9G5	Q02K95
B2S9G5	B1KDN5
B2S9G5	A4YJF9
B2S9G5	O33877
B2S9G5	P0A6Q5
B2S9G5	C3K743
B2S9G5	Q3Z3G7
B2S9G5	A5W140
B2S9G5	Q3K8F5
B2S9G5	B4SIF4
B2S9G5	B0T7B6
B2S9G5	B0KNV6
B2S9G5	B2FLR1
B2S9G5	B3PK88
B2S9G5	Q3IGG9
B2S9G5	A7N0M3
B2S9G5	Q1R0D9
B2S9G5	Q4ZUV9
B2S9G5	C3LMG6
B2S9G5	A8AIC5
B2S9G5	B0RVP4
B2S9G5	Q47Z14
B2S9G5	Q2P7N0
B2S9G5	B7UN33
B2S9G5	Q1CA31
B2S9G5	B7MHQ6
B2S9G5	A9R7H1
B2S9G5	B7LE54
B2S9G5	Q57QT6
B2S9G5	Q66CF3
B2S9G5	B5YT84
B2S9G5	B5FQZ7
B2S9G5	B7NM20
B2S9G5	B5QZF7
B2S9G5	C4ZQ80
B2S9G5	B5R6C0
B2S9G5	Q0TJA7
B2S9G5	B4T1Z7
B2S9G5	B6I928
B2S9G5	Q5PGD2
B2S9G5	Q0BWN5
B2S9G5	Q13EM9
B2S9G5	Q31E87
B2S9G5	B6JCR2
B2S9G5	Q2J2I6
B2S9G5	Q07V18
B2S9G5	Q21CG2
P35731	P35731
O74165	O74165
O74165	P36596
O74165	A0SJQ5
O74165	A0A345BJQ0
O74165	Q02769
O74165	P53798
O74165	P29704
O74165	A0A142ZC57
O74165	G0Y287
O74165	C9E894
O74165	A0A1P7Y0D0
O74165	D0VFU8
O74165	O48666
O74165	D2K762
Q5R941	Q5R941
Q5R941	P59024
O95302	O95302
O95302	Q61576
P63763	P63763
P63763	P9WN96
P63763	P9WN97
Q11127	Q11127
Q1RJX7	Q1RJX7
Q1RJX7	Q4UKQ3
P26394	P26394
P26394	O27818
P26394	P55468
P26394	P29783
P26394	A0QSK5
P26394	P9WH10
Q5VYX0	Q5VYX0
Q29535	Q29535
A8DYY5	A8DYY5
P0CX04	P0CX04
P0CX04	B0R8D6
O70133	O70133
O70133	Q08211
Q14689	Q14689
Q5WLT9	Q5WLT9
Q5WLT9	P37573
Q5WLT9	Q65PD4
Q5WLT9	A9VN96
Q5WLT9	A8F956
Q5WLT9	C3P9M9
Q5WLT9	C3LJ56
Q5WLT9	A0R8F5
Q5WLT9	B7JK90
Q5WLT9	B7ISZ3
Q5WLT9	B7HJ22
Q5WLT9	B9IZG8
Q5WLT9	Q63HB6
Q5WLT9	Q3A9N3
Q5WLT9	P9WNW5
Q5WLT9	C1AI45
Q5WLT9	A0R564
Q5WLT9	A3DGC7
Q5WLT9	C5C1B3
Q5WLT9	Q0RBN2
Q5WLT9	A6W5K2
Q5WLT9	B2UY85
Q5WLT9	C3KVS9
Q5WLT9	B2TIF1
Q5WLT9	C1FNB1
Q5WLT9	B1KTB1
Q5WLT9	A5N4M2
Q5WLT9	A5IKM1
Q5WLT9	B9K6S9
O67802	O67802
C9DQ22	C9DQ22
Q4WVG8	Q4WVG8
P87154	P87154
P87154	F4IFN6
P87154	P0CN26
P87154	O93845
P87154	Q4WXH8
P87154	P21951
Q05521	Q05521
P14300	P14300
P46103	P46103
P94694	P94694
P0C592	P0C592
P0C592	P0C591
P0C592	P0C593
P0C592	P0C595
P0C592	Q4KL92
P0C592	Q17QJ3
P0C592	Q29RA3
P0C592	P0C5A1
P0C592	P0C5A2
P0C592	P0C599
P50570	P50570
P50570	Q05193
P50570	A6H7I5
P50570	P39052
P50570	O35303
P50570	P54861
P9WNX1	P9WNX1
P9WNX1	P9WNX0
P9WNX1	P0ABQ5
P9WNX1	P31074
P9WNX1	P0ABQ6
P9WNX1	P12833
P9WNX1	P11045
P9WNX1	Q59397
P9WNX1	P78028
P9WNX1	Q59487
P9WNX1	P0C0P0
P9WNX1	P0A016
P9WNX1	P99079
P9WNX1	Q5HPB1
P9WNX1	P13955
P9WNX1	P57243
P9WNX1	Q59408
P9WNX1	P00382
P9WNX1	Q54277
P9WNX1	Q5V3R2
O08796	O08796
Q10656	Q10656
Q554D8	Q554D8
P0AB83	P0AB83
P0AB83	P0AB84
P0AB83	O05956
P0AB83	P39788
P0AB83	P9WQ10
P0AB83	P63541
P0AB83	O83754
P0AB83	Q4J8R2
P0AB83	P73715
Q601U6	Q601U6
Q601U6	Q4AA64
O53423	O53423
A0JMM9	A0JMM9
P52074	P52074
P30924	P30924
Q58815	Q58815
P25373	P25373
Q07006	Q07006
O31616	O31616
O31616	Q5L2C2
P40352	P40352
O14807	O14807
O14807	P62071
O14807	P04388
O14807	Q5BJQ5
O14807	P70426
O14807	P70425
O14807	P32252
O14807	P28775
O14807	P22126
O14807	P0CQ42
O14807	Q12526
O14807	O93856
O14807	A6NIZ1
O14807	P62833
O14807	P62835
O14807	P61223
O14807	Q5ZHX1
O14807	P61224
O14807	A5A6J7
O14807	Q62636
O14807	Q18246
O14807	P18613
O14807	P22123
O14807	P22278
O14807	P08647
O14807	P22280
O14807	P10833
O14807	P10301
O14807	P61225
O14807	P10114
O14807	Q06AU2
O14807	P32254
O14807	Q55CB0
O14807	Q55CA9
O14807	Q55CC0
O14807	P18262
O14807	B4NJ72
O14807	P11233
O14807	P48555
O14807	P63321
O14807	P63322
O14807	P11234
O14807	Q5R4B8
O14807	P22124
O14807	P34726
O14807	B4PUP5
O14807	P08642
O14807	P01112
O14807	P20171
O14807	P79800
O14807	Q07983
O14807	P32883
O14807	O42277
O14807	P01111
O14807	P08556
O14807	Q2MJK3
O14807	B3M185
O14807	P05774
O14807	P83832
O14807	B4GFJ8
O14807	Q295X7
O14807	P83831
O14807	P24498
F4HT77	F4HT77
P24230	P24230
P24230	B7UM74
P24230	O26051
P24230	O69460
P24230	Q5HGK6
P24230	Q5HPW4
P24230	Q54900
P24230	O50224
Q0E2Z7	Q0E2Z7
Q0E2Z7	Q66HG7
A6LQL0	A6LQL0
A6LQL0	A9KN28
A6LQL0	B1ZR75
A6LQL0	C6DJR0
A6LQL0	O05263
A6LQL0	Q5WL37
A6LQL0	B5F0M4
A6LQL0	Q65Q29
A6LQL0	Q57HH3
A6LQL0	B5FP36
A6LQL0	Q5PKG7
A6LQL0	A9MZC2
A6LQL0	B5BJG3
A6LQL0	B4TPQ4
A6LQL0	B2TVP4
A6LQL0	Q31U88
A6LQL0	Q32A67
A6LQL0	Q0SZ91
A6LQL0	Q3YV75
A6LQL0	B7L9F7
A6LQL0	Q1C0V2
A6LQL0	B7M6V3
A6LQL0	A9QYS5
A6LQL0	B1IVH7
A6LQL0	Q1CEA9
A6LQL0	P32156
A6LQL0	A4TRT4
A6LQL0	B7NFJ9
A6LQL0	B6I4P3
A6LQL0	B1LMU1
A6LQL0	Q1R418
A6LQL0	A4WGA0
A6LQL0	B5XZ60
A6LQL0	A6X4W8
A6LQL0	Q1M5X7
A6LQL0	C3MFZ6
A6LQL0	A8LS71
A6LQL0	A6U608
A6LQL0	B1KAV4
A6LQL0	Q0BA68
A6LQL0	A5FC30
A6LQL0	B2JLI5
B0RWT6	B0RWT6
B0RWT6	Q4UPY5
Q5UY62	Q5UY62
Q5R9J5	Q5R9J5
Q5R9J5	A2T6X5
Q5R9J5	A1YER5
Q5R9J5	Q06587
Q5R9J5	A1YFY1
P20655	P20655
Q2QPW1	Q2QPW1
Q2QPW1	P93757
P52033	P52033
P52033	P28714
P52033	O46607
P52033	O75715
P52033	Q64625
P29336	P29336
P29336	P11001
P29336	P13470
P29336	P08987
A0A8A1G1R1	A0A8A1G1R1
A0A8A1G1R1	P27035
P23659	P23659
P23659	Q02934
Q44275	Q44275
Q44275	Q44273
Q44275	Q44278
Q4JAM9	Q4JAM9
Q4JAM9	C3NF67
Q4JAM9	C3MJ24
Q4JAM9	C3MZS1
P00642	P00642
P00642	P21763
Q2G1C2	Q2G1C2
Q2G1C2	Q2G1B8
P97770	P97770
Q2JQ33	Q2JQ33
Q2JQ33	Q2JV31
Q2JQ33	Q3M725
Q2JQ33	Q118P4
Q2JQ33	A0LEF2
Q2JQ33	Q55511
Q2JQ33	B7JW76
Q2JQ33	B9L1E4
Q54RC3	Q54RC3
Q54RC3	P07799
Q54RC3	O17966
Q54RC3	P93119
Q54RC3	P30189
Q54RC3	P11387
Q54RC3	P41512
Q54RC3	Q07050
Q54RC3	Q04750
Q54RC3	P41511
Q30S94	Q30S94
Q30S94	A0RNT0
Q30S94	A7I1R7
Q30S94	A7ZD34
Q30S94	Q5HVM4
Q30S94	A1VYQ1
Q30S94	A8ERT8
Q30S94	A6Q7Y8
Q30S94	P56125
Q30S94	B5ZA06
Q30S94	B2US71
A7TUG9	A7TUG9
Q5HIG5	Q5HIG5
Q5HIG5	P99085
Q5HIG5	P65828
Q5HIG5	Q02522
Q5HIG5	P0DD40
Q5HIG5	Q5XEL6
Q5HIG5	Q5M216
Q5HIG5	P37171
Q5HIG5	P9WHQ8
Q5HIG5	O33799
Q5HIG5	P0A9M4
Q5HIG5	P18134
Q5HIG5	P45078
Q5HIG5	Q54NJ8
Q5HIG5	P57291
Q5HIG5	P43152
A0LCF5	A0LCF5
Q02394	Q02394
Q02394	Q50758
Q02394	O27211
Q02394	P32440
Q02394	P81221
Q02394	Q50759
Q02394	Q58194
Q02394	A6URB0
Q5E9F2	Q5E9F2
Q5E9F2	P14791
A3EZ54	A3EZ54
A3EZ54	A3EZ53
A3EZ54	Q5I6M2
A3EZ54	Q4WSF6
A3EZ54	A2QRF6
A3EZ54	Q1DUU8
A3EZ54	Q0U4L8
P22661	P22661
P9WNH5	P9WNH5
P9WNH5	Q47GC1
P9WNH5	B1XBJ6
P9WNH5	B7N8Q6
P9WNH5	B6HZX5
P9WNH5	B2JQW2
P9WNH5	Q52036
P9WNH5	P17548
P9WNH5	Q47HL4
P9WNH5	Q49KF8
P9WNH5	P23133
O53664	O53664
P15624	P15624
P15624	O42849
P15624	O13432
P15624	Q5R7F7
P32485	P32485
P32485	G1XJZ4
P32485	Q38HL5
P32485	Q2WFL5
P32485	A1CAF0
P32485	P0CP68
P32485	P0C431
P32485	Q2WGK3
P32485	A0A1B5KW97
P32485	O93982
P32485	O59854
P32485	Q1KTF2
P32485	B0XR80
P22319	P22319
Q46DA4	Q46DA4
A7LB60	A7LB60
A7LB60	A0A140FAN3
A7LB60	A7LB59
P9WNP3	P9WNP3
E7FI44	E7FI44
P86225	P86225
A8GSH4	A8GSH4
A8GSH4	A8GNY6
A8GSH4	A8EYM2
A8GSH4	A4VR98
A8GSH4	Q01335
A8GSH4	Q3B213
A8GSH4	A4SGE6
A8GSH4	B4SCG2
A8GSH4	Q3AQM4
A8GSH4	A5IDN6
A8GSH4	Q3IUB0
A8GSH4	C1L2T9
A8GSH4	Q04M86
A8GSH4	A8AUV1
A8GSH4	P0DB80
A8GSH4	P65105
A8GSH4	P0DB81
A8GSH4	B2ILS5
A8GSH4	Q03S19
A8GSH4	B2G7E3
A8GSH4	Q67NT4
A8GSH4	Q5YXN4
A8GSH4	A0RBV4
A8GSH4	C1EMZ6
A8GSH4	B7HHQ2
A8GSH4	Q63DN3
A8GSH4	A7X5W0
A8GSH4	Q49ZS3
A8GSH4	Q2FVR9
A8GSH4	Q2YYY9
A8GSH4	P65102
A8GSH4	A8Z536
A8GSH4	P58052
A8GSH4	Q5HLP8
A8GSH4	A8FEM3
A8GSH4	C6A3U0
A8GSH4	B6YST3
A8GSH4	A6UW89
A8GSH4	A0B6E1
A8GSH4	O26154
A8GSH4	Q3MAB0
A8GSH4	A7N787
A8GSH4	B2HGA4
A8GSH4	A1T741
A8GSH4	C3NMP1
A8GSH4	A4YIM3
A8GSH4	C3MZ14
A8GSH4	C4KJA2
A8GSH4	B3QQG6
A8GSH4	A8AAN4
A8GSH4	Q660I6
A8GSH4	Q0SMG9
P22304	P22304
P22304	Q08890
P9WG39	P9WG39
P9WG39	P9WG38
A0A0D4BS77	A0A0D4BS77
A6NK06	A6NK06
A6NK06	P54987
O66126	O66126
O66126	P54383
O66126	Q08291
O66126	P45204
P25052	P25052
Q42598	Q42598
Q42598	P23669
Q42598	P27735
O66883	O66883
Q5L4W8	Q5L4W8
Q5L4W8	B0B8T3
Q5L4W8	B0BAG2
Q5L4W8	O84713
O29011	O29011
O29011	O26820
O29011	Q58120
O27088	O27088
O27088	B6YVS9
O27088	O74020
O27088	C6A3G4
O27088	O29605
O27088	C3N5B3
O27088	C3MYN1
O27088	C4KGX9
P0CL22	P0CL22
O04348	O04348
Q20351	Q20351
P39429	P39429
P39429	Q60803
P39429	Q13114
P39429	Q61382
A0CC46	A0CC46
P42510	P42510
P24619	P24619
P24619	P24618
O25613	O25613
A0A1L7VZE7	A0A1L7VZE7
P22534	P22534
P82186	P82186
O14929	O14929
P56520	P56520
P56520	Q5RB76
P56520	Q28DV3
P56520	O13298
P56520	P56519
P56520	O22446
P56520	O42227
P56520	Q32PJ8
P56520	P56517
P56520	Q13547
P56520	Q5RAG0
P56520	P70288
A0A0E3NEE1	A0A0E3NEE1
A0A0E3NEE1	P96797
P49008	P49008
Q3EDG5	Q3EDG5
Q54BD5	Q54BD5
Q5ASK9	Q5ASK9
D0NLC2	D0NLC2
D0NLC2	A8WHT1
D0NLC2	C4M572
D0NLC2	C7YK87
D0NLC2	F5HAU9
D0NLC2	C5XX79
D0NLC2	F6HH45
D0NLC2	B8BQY5
D0NLC2	A2E5K9
D0NLC2	F6VSS6
D0NLC2	E3WPP8
D0NLC2	Q4CNL4
P42387	P42387
P42387	Q44598
P42387	P00897
P42387	P00898
P42387	P22099
P42387	Q44697
P42387	Q44695
P42387	P06557
P42387	O25869
P35050	P35050
A4VND8	A4VND8
A4VND8	D5WYQ5
P38585	P38585
P38585	P38160
E7FHN9	E7FHN9
Q42553	Q42553
Q42553	Q39664
Q42553	Q38929
Q42553	P15496
J7FIX8	J7FIX8
J7FIX8	Q56RZ7
J7FIX8	E9F5E9
J7FIX8	A0A2I6PJ05
J7FIX8	F9WWF1
J7FIX8	I1RL14
J7FIX8	P9WEX9
J7FIX8	P9WEW8
J7FIX8	A0A858E4Y8
J7FIX8	A0A858E7G0
J7FIX8	A0A0E3D8P4
J7FIX8	A0A0E3D8M9
K7WDL7	K7WDL7
K7WDL7	A0A221J5X6
K7WDL7	A0A221J5X1
K7WDL7	A0A221J5X3
K7WDL7	A0A1C9CX66
O12990	O12990
O12990	P29597
O12990	Q5RB23
O12990	O60674
Q60297	Q60297
P00643	P00643
P44105	P44105
A0A0H3JPC6	A0A0H3JPC6
Q43033	Q43033
Q43033	Q04468
Q43033	Q43067
Q43033	F1B283
Q43033	O81928
Q43033	Q5W6F1
Q216H0	Q216H0
Q216H0	Q2WAV0
Q216H0	B5RFJ0
Q216H0	Q5PKA6
Q216H0	A4G224
Q216H0	Q5QUD0
Q216H0	A1VI67
Q216H0	A8FUU9
Q216H0	B1KHI4
Q216H0	A6SUX7
Q216H0	B5XYE4
Q216H0	P45740
Q216H0	B1Y5I3
Q216H0	A9IRH7
Q216H0	A5EPQ5
Q216H0	Q603T9
Q216H0	Q48P32
Q216H0	B1YW60
Q216H0	Q02F45
Q216H0	Q0BGQ9
Q216H0	Q1I419
Q216H0	Q39HY9
Q216H0	A2SG83
Q216H0	Q4KJA1
Q216H0	A1V2S9
Q216H0	Q0KF34
Q216H0	Q3KJ20
Q216H0	Q476U6
Q216H0	B0KL24
Q216H0	A3NTK3
Q216H0	Q4ZZ08
Q216H0	Q63VF5
Q216H0	Q1QEM6
Q216H0	B0VMD7
Q216H0	A4JCZ0
Q216H0	Q2K206
Q216H0	A3M1D2
Q216H0	B9JMY1
Q216H0	B0VDF1
Q216H0	Q07PX1
Q216H0	B7J7C4
Q216H0	B5EQ61
Q216H0	B0T2Q1
Q216H0	C5A0T5
Q216H0	Q1D4L3
Q216H0	Q133T3
Q216H0	C5CM74
Q216H0	A1WBZ7
Q216H0	B1IUQ3
Q216H0	B3QFS9
Q216H0	A5CX15
Q216H0	B5FF66
Q216H0	B1LNU6
Q216H0	Q1QJD3
Q216H0	Q3J7C1
Q216H0	C3LPQ3
Q216H0	B9K253
Q216H0	Q2P755
Q216H0	B4S2W4
Q216H0	A8AKS9
Q216H0	Q2N8D9
Q216H0	B5F1H7
Q216H0	Q5NR58
Q216H0	B5FQK9
Q216H0	A1B684
Q216H0	B5QYE9
Q216H0	Q4JVZ0
Q216H0	B7HEM8
Q216H0	B1VPA3
Q216H0	P61424
Q216H0	Q2JG22
Q216H0	C3P178
Q216H0	B7JGF0
Q216H0	P61423
Q216H0	Q631C7
Q216H0	Q65M65
Q216H0	A9VR68
Q54H80	Q54H80
J9VJ99	J9VJ99
J9VJ99	Q5BD15
J9VJ99	Q4PE27
Q46267	Q46267
Q46267	P43751
Q46267	Q2FK43
Q46267	Q2G1D7
Q46267	Q5HJF3
Q46267	Q5HKI0
Q46267	P0A442
Q46267	P0A443
Q51718	Q51718
Q2KJ16	Q2KJ16
Q2KJ16	Q16816
Q2KJ16	P13286
Q2KJ16	P31325
Q52984	Q52984
D9XF47	D9XF47
D9XF47	P29698
D9XF47	B0CN26
D9XF47	D9XF49
P34103	P34103
B4MXR8	B4MXR8
B4MXR8	B4J3F1
B4MXR8	B4KYX8
B4MXR8	Q2LYK3
B4MXR8	B0WAU8
B4MXR8	Q5R9Z7
B4MXR8	A2VDZ4
B4MXR8	A7SNN5
B4MXR8	B2GUY1
Q5BK26	Q5BK26
Q5BK26	B5DKS8
Q5BK26	B4H3U8
Q5BK26	B4IL64
Q5BK26	B4N1W9
Q5BK26	B4Q0P3
Q5BK26	B4JLX2
Q5BK26	B4M709
P10266	P10266
P10266	P63132
P10266	P63133
P42251	P42251
P9WIN0	P9WIN0
A1U5G5	A1U5G5
A1U5G5	A5UCK0
A1U5G5	Q1IG27
A1U5G5	A5VXI8
A1U5G5	B1JDY1
A1U5G5	Q0VMU8
A1U5G5	Q1LSL7
A1U5G5	Q2NWE2
A1U5G5	A4G969
A1U5G5	Q31J37
